ASX Code,Dividends,Date
AAA,0.12,30/04/2024
AAA,0.14,27/03/2024
AAA,0.13,28/02/2024
AAA,0.12,30/01/2024
AAA,0.13,28/12/2023
AAA,0.13,1/12/2023
AAA,0.14,1/11/2023
AAA,0.14,31/08/2023
AAA,0.14,1/08/2023
AAA,0.12,3/07/2023
AAA,0.13,1/06/2023
AAA,0.12,1/05/2023
AAA,0.12,31/03/2023
AAA,0.11,1/03/2023
AAA,0.11,1/02/2023
AAA,0.11,29/12/2022
AAA,0.1,1/12/2022
AAA,0.09,1/11/2022
AAA,0.02,1/10/2021
AAA,0.02,31/08/2021
AAA,0.02,2/08/2021
AAA,0.02,1/07/2021
AAA,0.02,1/06/2021
AAA,0.03,3/05/2021
AAA,0.02,31/03/2021
AAA,0.02,1/03/2021
AAA,0.02,1/02/2021
AAA,0.02,29/12/2020
AAA,0.02,1/12/2020
AAA,0.02,2/11/2020
AAA,0.01,1/10/2020
AAL,0.1,4/02/2020
AAL,0.1,5/11/2019
AAL,0.1,6/08/2019
AAL,0.1,7/05/2019
AAL,0.1,5/02/2019
AAL,0.1,5/11/2018
AAL,0.1,6/08/2018
AAL,0.1,7/05/2018
AAL,0.1,5/02/2018
AAL,0.1,10/11/2017
AAL,0.1,10/08/2017
AAL,0.1,12/05/2017
AAL,0.1,9/02/2017
AAL,0.1,3/11/2016
AAL,0.1,3/08/2016
AAL,0.1,2/05/2016
AAL,0.1,8/02/2016
AAL,0.1,3/11/2015
AAL,0.1,6/08/2015
AAL,0.1,30/04/2015
AAL,0.1,5/02/2015
AAL,0.1,30/10/2014
AAL,0.1,31/07/2014
AAP,0.25,11/04/2024
AAP,0.25,11/01/2024
AAP,0.25,12/10/2023
AAP,0.25,13/07/2023
AAP,1.5,13/04/2023
AAP,1.5,15/12/2022
AAP,1.5,15/09/2022
AAP,1.5,16/06/2022
AAP,1.5,17/03/2022
AAP,1,16/12/2021
AAP,1,16/09/2021
AAP,1,17/06/2021
AAP,0.25,18/03/2021
AAP,0.25,17/12/2020
AAP,0.25,17/09/2020
AAP,0.25,18/06/2020
AAP,0.25,11/06/2020
AAP,0.25,19/03/2020
AAP,0.06,19/12/2019
AAP,0.06,19/09/2019
AAP,0.06,20/06/2019
AAP,0.06,21/03/2019
AAP,0.06,20/12/2018
AAP,0.06,20/09/2018
AAP,0.06,21/06/2018
AAP,0.06,22/03/2018
AAP,0.06,21/12/2017
AAP,0.06,21/09/2017
AAP,0.06,21/06/2017
AAP,0.06,22/03/2017
AAP,0.06,21/12/2016
AAP,0.06,21/09/2016
AAP,0.06,15/06/2016
AAP,0.06,16/03/2016
AAP,0.06,22/12/2015
AAP,0.06,16/09/2015
AAP,0.06,17/06/2015
AAP,0.06,18/03/2015
AAP,0.06,23/12/2014
AAP,0.06,17/09/2014
ABC,0.49,10/08/2023
ABC,0.49,11/05/2023
ABC,0.49,9/02/2023
ABC,0.49,10/11/2022
ABC,0.46,12/08/2022
ABC,0.46,13/05/2022
ABC,0.46,11/02/2022
ABC,0.46,12/11/2021
ABC,0.44,13/08/2021
ABC,0.44,14/05/2021
ABC,0.44,11/02/2021
ABC,0.44,13/11/2020
ABC,0.42,14/08/2020
ABC,0.42,15/05/2020
ABC,0.42,13/02/2020
ABC,0.4,15/11/2019
ABC,0.4,16/08/2019
ABC,0.4,17/05/2019
ABC,0.4,15/02/2019
ABC,0.4,16/11/2018
ABC,0.38,17/08/2018
ABC,0.38,18/05/2018
ABC,0.38,16/02/2018
ABC,0.38,17/11/2017
ABC,0.37,17/08/2017
ABC,0.37,18/05/2017
ABC,0.37,16/02/2017
ABC,0.37,17/11/2016
ABC,0.34,18/08/2016
ABC,0.34,19/05/2016
ABC,0.34,18/02/2016
ABC,0.34,12/11/2015
ABC,0.29,13/08/2015
ABC,0.29,14/05/2015
ABC,0.29,12/02/2015
ABC,0.29,13/11/2014
ABC,0.24,14/08/2014
ABT,0.55,12/04/2024
ABT,0.55,11/01/2024
ABT,0.51,12/10/2023
ABT,0.51,13/07/2023
ABT,0.51,13/04/2023
ABT,0.51,12/01/2023
ABT,0.47,13/10/2022
ABT,0.47,14/07/2022
ABT,0.47,13/04/2022
ABT,0.47,13/01/2022
ABT,0.45,14/10/2021
ABT,0.45,14/07/2021
ABT,0.45,14/04/2021
ABT,0.45,14/01/2021
ABT,0.36,14/10/2020
ABT,0.36,14/07/2020
ABT,0.36,14/04/2020
ABT,0.36,14/01/2020
ABT,0.32,11/10/2019
ABT,0.32,12/07/2019
ABT,0.32,12/04/2019
ABT,0.32,14/01/2019
ABT,0.28,12/10/2018
ABT,0.28,12/07/2018
ABT,0.28,12/04/2018
ABT,0.28,11/01/2018
ABT,0.27,12/10/2017
ABT,0.27,12/07/2017
ABT,0.27,11/04/2017
ABT,0.27,11/01/2017
ABT,0.26,12/10/2016
ABT,0.26,13/07/2016
ABT,0.26,13/04/2016
ABT,0.26,13/01/2016
ABT,0.24,13/10/2015
ABT,0.24,13/07/2015
ABT,0.24,13/04/2015
ABT,0.24,13/01/2015
ABT,0.22,10/10/2014
ABT,0.22,11/07/2014
ACP,0.1,22/04/2024
ACP,0.1,20/03/2024
ACP,0.1,21/02/2024
ACP,0.1,23/01/2024
ACP,0.1,28/12/2023
ACP,0.1,21/11/2023
ACP,0.1,23/10/2023
ACP,0.1,21/09/2023
ACP,0.1,23/08/2023
ACP,0.1,21/07/2023
ACP,0.1,22/06/2023
ACP,0.1,18/05/2023
ACP,0.1,20/04/2023
ACP,0.1,23/03/2023
ACP,0.1,17/02/2023
ACP,0.1,23/01/2023
ACP,0.1,29/12/2022
ACP,0.1,21/11/2022
ACP,0.1,21/10/2022
ACR,0.28,30/12/2019
ACR,0.25,27/09/2019
ACR,0.23,27/06/2019
ACR,0.2,28/03/2019
ACR,0.18,28/12/2018
ACR,0.15,27/09/2018
ACR,0.1,28/06/2018
ACR,0.05,28/03/2018
ACR,0.05,28/12/2017
ACR,0.05,28/09/2017
ACR,0.05,28/06/2017
ACR,0.05,29/03/2017
ACR,0.05,28/12/2016
ACR,0.42,28/09/2016
ACR,0.42,28/06/2016
ACR,0.42,29/03/2016
ACR,0.42,29/12/2015
ACR,0.64,28/09/2015
ACR,0.16,26/06/2015
ACR,0.16,27/03/2015
ACR,0.2,29/12/2014
ACR,0.2,26/09/2014
ACU,0.15,27/03/2024
ACU,0.15,4/01/2024
ACU,0.14,3/10/2023
ACU,0.14,30/06/2023
ACU,0.14,30/03/2023
ACU,0.14,5/01/2023
ACU,0.14,30/09/2022
ACU,0.14,30/06/2022
ACU,0.13,31/03/2022
ACU,0.13,6/01/2022
ACU,0.13,30/09/2021
ACU,0.13,1/07/2021
ACU,0.13,31/03/2021
ACU,0.13,7/01/2021
ACU,0.12,30/09/2020
ACU,0.12,1/07/2020
ACU,0.12,3/04/2020
ACU,0.12,7/01/2020
ACU,0.12,30/09/2019
ACU,0.12,1/07/2019
ACU,0.12,1/04/2019
ACU,0.12,7/01/2019
ACU,0.11,1/10/2018
ACU,0.11,29/06/2018
ACU,0.11,29/03/2018
ACU,0.11,5/01/2018
ACU,0.11,2/10/2017
ACU,0.11,18/07/2017
ACU,0.1,30/03/2017
ACU,0.1,4/01/2017
ACU,0.1,29/09/2016
ACU,0.1,29/06/2016
ACU,0.1,30/03/2016
ACU,0.1,5/01/2016
ACU,0.09,29/09/2015
ACU,0.09,29/06/2015
ACU,0.09,31/03/2015
ACU,0.09,6/01/2015
ACU,0.09,29/09/2014
ADX,0.05,8/02/2024
ADX,1.15,17/11/2023
ADX,0.05,17/08/2023
ADX,0.05,17/05/2023
ADX,0.05,9/02/2023
ADX,0.92,18/11/2022
AEB,0.26,31/08/2021
AEB,0.26,28/05/2021
AEB,0.25,26/02/2021
AEB,0.25,30/11/2020
AEB,0.26,31/08/2020
AEB,0.26,29/05/2020
AEB,0.25,27/02/2020
AEB,0.25,27/11/2019
AEB,0.2528,29/08/2019
AEB,0.24,28/02/2019
AEB,0.25,29/11/2018
AEB,0.26,30/08/2018
AEB,0.26,31/05/2018
AEB,0.25,14/03/2018
AEB,0.25,19/12/2017
AEB,0.26,30/08/2017
AEB,0.26,30/05/2017
AEB,0.25,27/02/2017
AEB,0.25,29/11/2016
AEB,0.26,30/08/2016
AEB,0.26,27/05/2016
AEB,0.25,26/02/2016
AEB,0.25,27/11/2015
AEB,0.26,28/08/2015
AEB,0.25,28/05/2015
AEB,0.25,25/02/2015
AEB,0.25,26/11/2014
AEB,0.25,27/08/2014
AEB,0.25278,15/08/2014
AEE,0.67,12/03/2024
AEE,0.63,12/12/2023
AEE,0.63,12/09/2023
AEE,0.63,13/06/2023
AEE,0.63,14/03/2023
AEE,0.59,6/12/2022
AEE,0.59,6/09/2022
AEE,0.59,7/06/2022
AEE,0.59,8/03/2022
AEE,0.55,7/12/2021
AEE,0.55,7/09/2021
AEE,0.55,8/06/2021
AEE,0.55,9/03/2021
AEE,0.52,8/12/2020
AEE,0.5,8/09/2020
AEE,0.5,9/06/2020
AEE,0.5,10/03/2020
AEE,0.5,10/12/2019
AEE,0.48,10/09/2019
AEE,0.48,11/06/2019
AEE,0.48,12/03/2019
AEE,0.48,11/12/2018
AEE,0.46,11/09/2018
AEE,0.46,12/06/2018
AEE,0.46,13/03/2018
AEE,0.46,12/12/2017
AEE,0.44,12/09/2017
AEE,0.44,12/06/2017
AEE,0.44,10/03/2017
AEE,0.44,5/12/2016
AEE,0.43,6/09/2016
AEE,0.43,6/06/2016
AEE,0.43,20/04/2016
AEE,0.43,7/03/2016
AEE,0.43,7/12/2015
AEE,0.41,8/09/2015
AEE,0.41,8/06/2015
AEE,0.41,9/03/2015
AEE,0.41,8/12/2014
AEE,0.4,8/09/2014
AEF,0.09,20/03/2024
AEF,0.09,28/12/2023
AEF,0.1,21/09/2023
AEF,0.1,22/06/2023
AEF,0.1,23/03/2023
AEF,0.09,29/12/2022
AEF,0.16,17/09/2021
AEF,0.16,22/06/2021
AEF,0.06,23/03/2021
AEF,0.13,30/12/2020
AEF,0.04,18/09/2020
AEF,0.04,18/06/2020
AEF,0.05,19/03/2020
AEF,0.05,30/12/2019
AEF,0.05,20/09/2019
AEF,0.04,20/06/2019
AEF,0.04,20/03/2019
AEF,0.2,28/12/2018
AEF,0.88,14/06/2018
AEF,0.25,18/04/2018
AEF,0.46,28/12/2017
AEF,0.14,19/09/2016
AEF,0.14,16/06/2016
AEF,0.14,16/03/2016
AEF,0.15,29/12/2015
AEF,0.16,17/09/2015
AEF,0.18,18/06/2015
AEF,0.19,19/03/2015
AEF,0.2,29/12/2014
AEF,0.26,18/09/2014
AEG,0.15,29/08/2023
AEG,0.13,26/05/2023
AEG,0.11,23/08/2022
AEG,0.1,2/06/2022
AEG,0.09,26/08/2021
AEG,0.07,7/06/2021
AEG,0.07,21/08/2020
AEG,0.17349,19/05/2020
AEG,0.17,23/08/2019
AEG,0.17,21/05/2019
AEG,0.16,24/08/2018
AEG,0.16,22/05/2018
AEG,0.15,17/08/2017
AEG,0.14,23/05/2017
AEG,0.15,22/05/2017
AEG,0.15,18/08/2016
AEG,0.15,23/05/2016
AEG,0.13,20/08/2015
AEG,0.13,21/05/2015
AEG,0.15,21/08/2014
AFG,0.71,12/04/2024
AFG,2.5,15/02/2024
AFG,0.71,11/01/2024
AFG,1.5,10/11/2023
AFG,0.71,12/10/2023
AFG,0.63,13/07/2023
AFG,0.63,13/04/2023
AFG,4,14/02/2023
AFG,0.63,12/01/2023
AFG,2,14/11/2022
AFG,0.63,13/10/2022
AFG,0.56,14/07/2022
AFG,8,19/05/2022
AFG,0.56,13/04/2022
AFG,2,14/03/2022
AFG,0.56,13/01/2022
AFG,2,22/12/2021
AFG,4,12/11/2021
AFG,0.56,14/10/2021
AFG,4,27/09/2021
AFG,2,23/07/2021
AFG,0.5,14/07/2021
AFG,14,7/06/2021
AFG,0.5,14/04/2021
AFG,0.5,14/01/2021
AFG,2,18/12/2020
AFG,0.5,14/10/2020
AFG,0.45,14/07/2020
AFG,0.45,14/04/2020
AFG,0.45,14/01/2020
AFG,1.8,14/11/2019
AFG,0.45,11/10/2019
AFG,0.4,12/07/2019
AFG,1.5,14/05/2019
AFG,0.4,12/04/2019
AFG,0.4,14/01/2019
AFG,1.5,15/11/2018
AFG,0.4,12/10/2018
AFG,0.35,12/07/2018
AFG,1.5,14/05/2018
AFG,0.35,12/04/2018
AFG,0.35,11/01/2018
AFG,2,16/11/2017
AFG,0.35,12/10/2017
AFG,0.31,12/07/2017
AFG,1.5,11/05/2017
AFG,0.31,11/04/2017
AFG,0.31,11/01/2017
AFG,1,21/11/2016
AFG,0.31,12/10/2016
AFG,0.28,13/07/2016
AFG,0.28,13/04/2016
AFG,0.28,13/01/2016
AFG,1,11/12/2015
AFG,0.28,13/10/2015
AFG,0.25,13/07/2015
AFG,0.25,13/04/2015
AFG,0.25,13/01/2015
AFG,1,11/12/2014
AFG,0.25,10/10/2014
AFG,0.22,11/07/2014
AFT,0.14,22/04/2024
AFT,0.14,20/03/2024
AFT,0.14,21/02/2024
AFT,0.14,23/01/2024
AFT,0.14,20/12/2023
AFT,0.14,21/11/2023
AFT,0.14,23/10/2023
AFT,0.13,21/09/2023
AFT,0.13,23/08/2023
AFT,0.13,21/07/2023
AFT,0.12,22/06/2023
AFT,0.12,22/05/2023
AFT,0.11,20/04/2023
AFT,0.11,23/03/2023
AFT,0.11,17/02/2023
AFT,0.11,20/01/2023
AFT,0.11,20/12/2022
AFT,0.11,18/11/2022
AFT,0.11,20/10/2022
AGD,0.07,22/04/2024
AGD,0.07,20/03/2024
AGD,0.07,21/02/2024
AGD,0.07,23/01/2024
AGD,0.07,28/12/2023
AGD,0.07,21/11/2023
AGD,0.07,23/10/2023
AGD,0.07,21/09/2023
AGD,0.07,23/08/2023
AGD,0.07,21/07/2023
AGD,0.07,22/06/2023
AGD,0.07,18/05/2023
AGD,0.07,20/04/2023
AGD,0.07,23/03/2023
AGD,0.07,17/02/2023
AGD,0.07,23/01/2023
AGD,0.07,29/12/2022
AGD,0.07,21/11/2022
AGD,0.07,21/10/2022
AGG,0.29,1/05/2024
AGG,0.29,1/04/2024
AGG,0.29,1/03/2024
AGG,0.29,1/02/2024
AGG,0.28,14/12/2023
AGG,0.27,1/12/2023
AGG,0.28,1/11/2023
AGG,0.26,2/10/2023
AGG,0.26,1/09/2023
AGG,0.26,1/08/2023
AGG,0.25,3/07/2023
AGG,0.26,1/06/2023
AGG,0.25,1/05/2023
AGG,0.25,3/04/2023
AGG,0.23,1/03/2023
AGG,0.25,1/02/2023
AGG,0.23,15/12/2022
AGG,0.23,1/12/2022
AGG,0.22,1/11/2022
AGG,0.21,3/10/2022
AGG,0.2,1/09/2022
AGG,0.2,1/08/2022
AGG,0.19,1/07/2022
AGG,0.19,1/06/2022
AGG,0.18,2/05/2022
AGG,0.16,1/04/2022
AGG,0.16,1/03/2022
AGG,0.16,1/02/2022
AGG,0.12,16/12/2021
AGG,0.16,1/12/2021
AGG,0.18,1/11/2021
AGG,0.18,1/10/2021
AGG,0.17,1/09/2021
AGG,0.17,2/08/2021
AGG,0.16,1/07/2021
AGG,0.17,1/06/2021
AGG,0.17,3/05/2021
AGG,0.17,1/04/2021
AGG,0.19,1/03/2021
AGG,0.19,1/02/2021
AGG,0.13,17/12/2020
AGG,0.21,1/12/2020
AGG,0.19,2/11/2020
AGG,0.2,1/10/2020
AGG,0.2,1/09/2020
AGG,0.21,3/08/2020
AGG,0.22,1/07/2020
AGG,0.21,1/06/2020
AGG,0.24,1/05/2020
AGG,0.25,1/04/2020
AGG,0.24,2/03/2020
AGG,0.24,3/02/2020
AGG,0.19,19/12/2019
AGG,0.25,2/12/2019
AGG,0.25,1/11/2019
AGG,0.26,1/10/2019
AGG,0.26,3/09/2019
AGG,0.26,1/08/2019
AGG,0.25,1/07/2019
AGG,0.26,3/06/2019
AGG,0.26,1/05/2019
AGG,0.26,1/04/2019
AGG,0.27,1/03/2019
AGG,0.27,1/02/2019
AGG,0.21,18/12/2018
AGG,0.25,3/12/2018
AGG,0.26,1/11/2018
AGG,0.25,1/10/2018
AGG,0.23,4/09/2018
AGG,0.25,1/08/2018
AGG,0.23,2/07/2018
AGG,0.25,1/06/2018
AGG,0.24,1/05/2018
AGG,0.24,2/04/2018
AGG,0.24,1/03/2018
AGG,0.24,1/02/2018
AGG,0.04,21/12/2017
AGG,0.23,1/12/2017
AGG,0.23,1/11/2017
AGG,0.23,2/10/2017
AGG,0.23,1/09/2017
AGG,0.23,1/08/2017
AGG,0.23,3/07/2017
AGG,0.23,1/06/2017
AGG,0.24,1/05/2017
AGG,0.22,3/04/2017
AGG,0.22,1/03/2017
AGG,0.22,1/02/2017
AGG,0.25,22/12/2016
AGG,0.2,1/12/2016
AGG,0.21,1/11/2016
AGG,0.2,3/10/2016
AGG,0.21,1/09/2016
AGG,0.21,1/08/2016
AGG,0.21,1/07/2016
AGG,0.22,1/06/2016
AGG,0.21,2/05/2016
AGG,0.22,1/04/2016
AGG,0.22,1/03/2016
AGG,0.23,1/02/2016
AGI,0.03,13/03/2024
AGI,0.03,5/12/2023
AGI,0.03,13/09/2023
AGI,0.03,14/06/2023
AGI,0.03,15/03/2023
AGI,0.03,5/12/2022
AGI,0.03,14/09/2022
AGI,0.03,15/06/2022
AGI,0.03,16/03/2022
AGI,0.03,6/12/2021
AGI,0.03,15/09/2021
AGI,0.03,15/06/2021
AGI,0.03,16/03/2021
AGI,0.02,4/12/2020
AGI,0.02,15/09/2020
AGI,0.02,15/06/2020
AGI,0.02,16/03/2020
AGI,0.01,5/12/2019
AGI,0.01,13/09/2019
AGI,0.01,13/06/2019
AGI,0.01,14/03/2019
AGI,0.01,12/10/2018
AGI,0.01,13/04/2018
AGI,0.01,13/10/2017
AGI,0.01,11/04/2017
AGI,0.01,12/10/2016
AGI,0.01,13/04/2016
AGI,0.01,28/10/2015
AGI,0.03,13/05/2015
AGI,0.1,10/10/2014
AGO,0.31,5/03/2024
AGO,0.28,14/11/2023
AGO,0.28,15/08/2023
AGO,0.28,16/05/2023
AGO,0.28,7/03/2023
AGO,0.25,15/11/2022
AGO,0.25,16/08/2022
AGO,0.25,17/05/2022
AGO,0.25,8/03/2022
AGO,0.22,16/11/2021
AGO,0.22,17/08/2021
AGO,0.22,18/05/2021
AGO,0.22,9/03/2021
AGO,0.2,17/11/2020
AGO,0.2,18/08/2020
AGO,0.2,19/05/2020
AGO,0.2,10/03/2020
AGO,0.18,19/11/2019
AGO,0.18,20/08/2019
AGO,0.18,21/05/2019
AGO,0.18,12/03/2019
AGO,0.16,20/11/2018
AGO,0.16,14/08/2018
AGO,0.16,15/05/2018
AGO,0.16,6/03/2018
AGO,0.14,14/11/2017
AGO,0.14,14/08/2017
AGO,0.14,15/05/2017
AGO,0.14,6/03/2017
AGO,0.13,14/11/2016
AGO,0.13,15/08/2016
AGO,0.13,16/05/2016
AGO,0.13,7/03/2016
AGO,0.12,16/11/2015
AGO,0.12,17/08/2015
AGO,0.12,18/05/2015
AGO,0.12,13/02/2015
AGO,0.11,17/11/2014
AGO,0.11,18/08/2014
AGR,0.44,29/02/2024
AGR,0.44,30/11/2023
AGR,0.44,31/08/2023
AGR,0.44,31/05/2023
AGR,0.44,28/02/2023
AGR,0.44,30/11/2022
AGR,0.44,1/09/2022
AGR,0.44,2/06/2022
AGR,0.44,28/02/2022
AGR,0.44,10/12/2021
AGR,0.44,2/09/2021
AGR,0.44,3/06/2021
AGR,0.44,4/03/2021
AGR,0.03,15/12/2020
AGR,0.44,10/12/2020
AGR,0.44,31/08/2020
AGR,0.44,1/06/2020
AGR,0.44,5/03/2020
AGR,0.44,11/12/2019
AGR,0.44,5/09/2019
AGR,0.44,6/06/2019
AGR,0.44,7/03/2019
AGR,0.44,10/12/2018
AGR,0.44,6/09/2018
AGR,0.43,7/06/2018
AGR,0.43,8/03/2018
AGR,0.43,8/12/2017
AGR,0.43,7/09/2017
AGR,0.43,7/06/2017
AGR,0.43,8/03/2017
AGR,0.43,8/12/2016
AGR,0.43,7/09/2016
AGR,0.43,8/06/2016
AGR,0.43,8/03/2016
AGR,0.432,10/12/2015
AGR,0.432,14/09/2015
AGR,0.432,11/06/2015
AGR,0.432,6/03/2015
AGR,0.432,15/12/2014
AGR,0.432,15/09/2014
AHR,0.25,27/03/2024
AIA,0.99,20/12/2023
AIA,0.21,7/06/2023
AIA,0.95,13/12/2022
AIA,0.52,9/06/2022
AIA,0.73,13/12/2021
AIA,0.45,10/06/2021
AIA,0.71,14/12/2020
AIA,0.26,15/06/2020
AIA,1.06,16/12/2019
AIA,0.42,17/06/2019
AIA,1.05,18/12/2018
AIA,0.33,19/06/2018
AIA,0.77,21/12/2017
AIA,0.19,20/06/2017
AIA,0.83,22/12/2016
AIA,0.23,21/06/2016
AIA,0.96,21/12/2015
AIA,0.26,24/06/2015
AIA,0.53,19/12/2014
AIQ,0.02,28/12/2023
AIQ,0.03,29/06/2023
AIQ,0.06,29/12/2022
AIQ,0.06,29/06/2022
AIQ,0.01,30/12/2021
AIQ,0.04,29/06/2021
AIQ,0.05,30/12/2020
AIQ,0.08,29/06/2020
AIQ,0.04,30/12/2019
AIQ,0.05,27/06/2019
AIQ,0.07,28/12/2018
AIR,0.08,27/03/2020
AIR,0.08,2/01/2020
AIR,0.08,4/10/2019
AIR,0.08,18/07/2019
AIR,0.08,30/04/2019
AIR,0.08,25/01/2019
AIR,0.08,19/10/2018
AIR,0.08,19/07/2018
AIR,0.08,30/04/2018
AIR,0.08,19/01/2018
AIR,0.08,20/10/2017
AIR,0.08,19/07/2017
AIR,0.08,27/04/2017
AIR,0.08,19/01/2017
AIR,0.08,20/10/2016
AIR,0.08,20/07/2016
AIR,0.08,27/04/2016
AIR,0.08,26/01/2016
AIR,0.08,26/10/2015
AIR,0.08,24/07/2015
AIR,0.08,27/04/2015
AIR,0.08,26/01/2015
AIR,0.08,17/10/2014
AIR,0.08,24/07/2014
AIV,0.02,13/09/2022
AIV,0.45,16/02/2022
AIV,0.44,10/11/2021
AIV,0.44,12/08/2021
AIV,0.43,13/05/2021
AIV,0.82,3/11/2020
AIV,0.41,13/08/2020
AIV,0.41,14/05/2020
AIV,0.41,13/02/2020
AIV,0.39,14/11/2019
AIV,0.39,15/08/2019
AIV,0.39,16/05/2019
AIV,1.93,21/02/2019
AIV,0.38,15/11/2018
AIV,0.38,16/08/2018
AIV,0.38,17/05/2018
AIV,0.38,15/02/2018
AIV,0.36,16/11/2017
AIV,0.36,16/08/2017
AIV,0.36,17/05/2017
AIV,0.36,15/02/2017
AIV,0.33,16/11/2016
AIV,0.33,17/08/2016
AIV,0.33,18/05/2016
AIV,0.33,17/02/2016
AIV,0.3,16/11/2015
AIV,0.3,12/08/2015
AIV,0.3,13/05/2015
AIV,0.28,11/02/2015
AIV,0.26,12/11/2014
AIV,0.26,13/08/2014
AIZ,0.72,2/02/2024
AIZ,0.72,24/11/2023
AIZ,0.7,25/08/2023
AIZ,0.7,26/05/2023
AIZ,0.7,24/02/2023
AIZ,0.7,25/11/2022
AIZ,0.68,26/08/2022
AIZ,0.68,27/05/2022
AIZ,0.68,25/02/2022
AIZ,0.68,26/11/2021
AIZ,0.66,27/08/2021
AIZ,0.66,28/05/2021
AIZ,0.66,19/02/2021
AIZ,0.66,27/11/2020
AIZ,0.63,28/08/2020
AIZ,0.63,22/05/2020
AIZ,0.63,21/02/2020
AIZ,0.63,22/11/2019
AIZ,0.6,23/08/2019
AIZ,0.6,24/05/2019
AIZ,0.6,22/02/2019
AIZ,0.6,23/11/2018
AIZ,0.56,24/08/2018
AIZ,0.56,25/05/2018
AIZ,0.56,23/02/2018
AIZ,0.56,24/11/2017
AIZ,0.53,24/08/2017
AIZ,0.53,25/05/2017
AIZ,0.53,23/02/2017
AIZ,0.53,23/11/2016
AIZ,0.5,25/08/2016
AIZ,0.5,26/05/2016
AIZ,0.5,25/02/2016
AIZ,0.5,25/11/2015
AIZ,0.3,27/08/2015
AIZ,0.3,21/05/2015
AIZ,0.27,19/02/2015
AIZ,0.27,26/11/2014
AIZ,0.27,21/08/2014
AJX,0.1,14/03/2024
AJX,0.11,14/11/2023
AJX,0.2,14/08/2023
AJX,0.2,12/05/2023
AJX,0.25,16/03/2023
AJX,0.27,14/11/2022
AJX,0.27,12/08/2022
AJX,0.26,13/05/2022
AJX,0.26,17/03/2022
AJX,0.1,7/01/2022
AJX,0.24,12/11/2021
AJX,0.21,16/08/2021
AJX,0.21,13/08/2021
AJX,0.19,19/05/2021
AJX,0.17,17/03/2021
AJX,0.17,13/11/2020
AJX,0.17,13/08/2020
AJX,0.17,14/05/2020
AJX,0.32,16/03/2020
AJX,0.32,14/11/2019
AJX,0.32,16/08/2019
AJX,0.32,16/05/2019
AJX,0.32,14/03/2019
AJX,0.05,14/01/2019
AJX,0.32,15/11/2018
AJX,0.3,14/08/2018
AJX,0.3,14/05/2018
AJX,0.3,14/03/2018
AJX,0.3,16/11/2017
AJX,0.3,11/08/2017
AJX,0.28,12/05/2017
AJX,0.25,13/03/2017
AJX,0.25,14/11/2016
AJX,0.25,12/08/2016
AJX,0.25,11/05/2016
AJX,0.24,9/03/2016
AJX,0.24,10/11/2015
AJX,0.22,12/08/2015
AJX,0.18,13/05/2015
ALC,0.24,10/05/2023
ALC,0.21,3/05/2022
ALC,0.11,4/05/2021
ALC,0.1,30/04/2021
ALK,0.38,14/02/2020
ALK,0.35,18/11/2019
ALK,0.35,19/08/2019
ALK,0.35,20/05/2019
ALK,0.35,15/02/2019
ALK,0.32,19/11/2018
ALK,0.32,20/08/2018
ALK,0.32,21/05/2018
ALK,0.32,16/02/2018
ALK,0.3,20/11/2017
ALK,0.3,18/08/2017
ALK,0.3,19/05/2017
ALK,0.3,16/02/2017
ALK,0.28,10/11/2016
ALK,0.28,16/08/2016
ALK,0.28,20/05/2016
ALK,0.28,19/02/2016
ALK,0.2,13/11/2015
ALK,0.2,14/08/2015
ALK,0.2,19/05/2015
ALK,0.2,20/02/2015
ALK,0.13,14/11/2014
ALK,0.13,15/08/2014
ALL,0.92,1/03/2024
ALL,0.89,29/11/2023
ALL,0.89,30/08/2023
ALL,0.89,1/06/2023
ALL,0.89,27/02/2023
ALL,0.85,29/11/2022
ALL,0.85,30/08/2022
ALL,0.85,2/06/2022
ALL,0.85,25/02/2022
ALL,0.81,29/11/2021
ALL,0.81,30/08/2021
ALL,0.81,3/06/2021
ALL,0.81,3/03/2021
ALL,0.54,27/11/2020
ALL,0.54,27/08/2020
ALL,0.54,28/05/2020
ALL,0.54,28/02/2020
ALL,0.5,27/11/2019
ALL,0.5,29/08/2019
ALL,0.5,30/05/2019
ALL,0.5,27/02/2019
ALL,0.46,29/11/2018
ALL,0.46,30/08/2018
ALL,0.46,30/05/2018
ALL,0.46,2/03/2018
ALL,0.37,29/11/2017
ALL,0.37,29/08/2017
ALL,0.37,1/06/2017
ALL,0.37,24/02/2017
ALL,0.33,28/11/2016
ALL,0.33,29/08/2016
ALL,0.33,1/06/2016
ALL,0.33,25/02/2016
ALL,0.3,25/11/2015
ALL,0.3,27/08/2015
ALL,0.3,27/05/2015
ALL,0.3,26/02/2015
ALL,0.28,25/11/2014
ALL,0.28,27/08/2014
ALT,2.91,6/02/2017
AMC,0.01,12/08/2022
AMC,0.03,6/03/2020
AMC,0.2,29/11/2019
AMC,0.2,6/09/2019
AMC,0.2,7/06/2019
AMC,0.2,8/03/2019
AMC,0.2,7/12/2018
AMC,1.55,24/09/2018
AMC,0.2,7/09/2018
AMC,0.2,8/06/2018
AMC,0.2,9/03/2018
AMC,0.2,1/12/2017
AMC,0.2,8/09/2017
AMC,0.2,1/06/2017
AMC,0.2,9/03/2017
AMC,0.2,1/12/2016
