ASX Code,Dividends,Date
HRL,0.28,14/04/2023
HRL,0.28,13/01/2023
HRL,0.26,14/10/2022
HRL,0.26,8/07/2022
HRL,0.26,8/04/2022
HRL,0.26,14/01/2022
HRL,0.25,15/10/2021
HRL,0.25,9/07/2021
HRL,0.25,9/04/2021
HRL,0.25,8/01/2021
HRL,0.23,16/10/2020
HRL,0.23,10/07/2020
HRL,0.23,9/04/2020
HRL,0.23,10/01/2020
HRL,0.21,18/10/2019
HRL,0.21,12/07/2019
HRL,0.21,12/04/2019
HRL,0.21,11/01/2019
HRL,0.19,19/10/2018
HRL,0.19,13/07/2018
HRL,0.19,13/04/2018
HRL,0.19,11/01/2018
HRL,0.17,20/10/2017
HRL,0.17,13/07/2017
HRL,0.17,13/04/2017
HRL,0.17,12/01/2017
HRL,0.15,20/10/2016
HRL,0.15,14/07/2016
HRL,0.15,14/04/2016
HRL,0.29,14/01/2016
HRL,0.25,15/10/2015
HRL,0.25,16/07/2015
HRL,0.25,16/04/2015
HRL,0.25,15/01/2015
HRL,0.2,16/10/2014
HRL,0.2,17/07/2014
HTA,0.109,12/08/2022
HTA,4.82,21/07/2022
HTA,0.0242,13/07/2022
HTA,0.325,5/07/2022
HTA,0.325,1/04/2022
HTA,0.325,3/01/2022
HTA,0.33,1/10/2021
HTA,0.32,30/06/2021
HTA,0.32,31/03/2021
HTA,0.32,4/01/2021
HTA,0.32,1/10/2020
HTA,0.32,1/07/2020
HTA,0.32,1/04/2020
HTA,0.32,31/12/2019
HTA,0.32,2/10/2019
HTA,0.31,2/07/2019
HTA,0.31,2/04/2019
HTA,0.31,31/12/2018
HTA,0.31,1/10/2018
HTA,0.31,3/07/2018
HTA,0.31,2/04/2018
HTA,0.31,29/12/2017
HTA,0.31,29/09/2017
HTA,0.3,30/06/2017
HTA,0.3,6/04/2017
HTA,0.3,30/03/2017
HTA,0.3,29/12/2016
HTA,0.3,29/09/2016
HTA,0.3,29/06/2016
HTA,0.3,30/03/2016
HTA,0.3,29/12/2015
HTA,0.3,24/09/2015
HTA,0.29,24/06/2015
HTA,0.29,25/03/2015
HTA,0.29,24/12/2014
HTA,0.14,24/09/2014
IAF,0.12,21/02/2024
IAF,0.11,21/11/2023
IAF,0.12,23/08/2023
IAF,0.13,18/05/2023
IAF,0.13,17/02/2023
IAF,0.12,21/11/2022
IAU,0.0424,17/06/2021
IAU,0.0407,10/12/2020
IAU,0.0591,11/06/2020
IBN,0.19,8/08/2023
IBN,0.13,9/08/2022
IBN,0.05,28/07/2021
IBN,0.03,23/07/2019
IBN,0.04,24/08/2018
IBN,0.04452,23/07/2018
IBN,0.08,19/06/2017
IBN,0.15,14/06/2016
IBN,0.16,11/06/2015
IBN,0.16,3/06/2015
IBN,0.76,1/07/2014
IDA,0.83,2/02/2024
IDA,0.83,31/10/2023
IDA,0.79,1/08/2023
IDA,0.79,2/05/2023
IDA,0.79,3/02/2023
IDA,0.79,1/11/2022
IDA,0.75,2/08/2022
IDA,0.75,2/05/2022
IDA,0.75,2/02/2022
IDA,0.75,4/11/2021
IDA,0.71,4/08/2021
IDA,0.71,4/05/2021
IDA,0.71,4/02/2021
IDA,0.71,4/11/2020
IDA,0.67,4/08/2020
IDA,0.67,4/05/2020
IDA,0.67,4/02/2020
IDA,0.67,4/11/2019
IDA,0.63,2/08/2019
IDA,0.63,3/05/2019
IDA,0.63,4/02/2019
IDA,0.63,2/11/2018
IDA,0.59,3/08/2018
IDA,0.59,4/05/2018
IDA,0.59,2/02/2018
IDA,0.59,3/11/2017
IDA,0.55,4/08/2017
IDA,0.55,3/05/2017
IDA,0.55,2/02/2017
IDA,0.55,3/11/2016
IDA,0.51,3/08/2016
IDA,0.51,3/05/2016
IDA,0.51,3/02/2016
IDA,0.51,3/11/2015
IDA,0.47,3/08/2015
IDA,0.47,1/05/2015
IDA,0.47,3/02/2015
IDA,0.47,3/11/2014
IDA,0.43,1/08/2014
IDT,0.05,18/03/2024
IDT,0.09,18/06/2018
IDT,0.09,16/03/2018
IDT,0.19,15/12/2017
IDT,0.19,13/10/2017
IDT,0.38,15/06/2017
IDT,0.19,15/03/2017
IDT,0.19,15/12/2016
IDT,0.19,6/10/2016
IDT,0.19,9/06/2016
IDT,0.19,11/03/2016
IDT,0.19,10/12/2015
IDT,0.18,5/10/2015
IDT,0.18,11/06/2015
IDT,0.18,18/03/2015
IDT,0.64,13/01/2015
IDT,0.18,11/12/2014
IDT,0.68,12/11/2014
IDT,0.17,25/09/2014
IDX,0.62,18/12/2023
IDX,0.63,19/12/2022
IDX,0.34,21/12/2020
IDX,0.5,23/12/2019
IDX,0.48,20/12/2018
IDX,0.46,18/12/2017
IDX,0.26,19/12/2016
IDX,0.45,21/12/2015
IDX,0.5,22/12/2014
IFN,0.43,21/02/2024
IFN,0.41,21/11/2023
IFN,0.41,23/08/2023
IFN,0.39,18/05/2023
IFN,0.43,17/02/2023
IFN,1.61,21/11/2022
IFRA,0.16,21/03/2024
IFRA,0.23,20/12/2023
IFRA,0.22,26/09/2023
IFRA,0.16,7/06/2023
IFRA,0.18,23/03/2023
IFRA,0.23,13/12/2022
IFRA,0.23,24/09/2021
IFRA,0.09,10/06/2021
IFRA,0.1,25/03/2021
IFRA,0.06,30/12/2020
IFRA,0.2,14/12/2020
IFRA,0.12,23/09/2020
IFRA,0.1,15/06/2020
IFRA,0.15,25/03/2020
IFRA,0.15,16/12/2019
IFRA,0.13,24/09/2019
IFRA,0.1,17/06/2019
IFRA,0.1,20/03/2019
IFRA,0.36,17/12/2018
IFRA,0.12,26/09/2018
IFRA,0.1,26/06/2018
IHD,0.06,1/05/2024
IHD,0.14,1/04/2024
IHD,0.14,28/12/2023
IHD,0.14,2/10/2023
IHD,0.14,3/07/2023
IHD,0.14,3/04/2023
IHD,0.18,29/12/2022
IJH,0.16,21/03/2024
IJH,1.21,20/12/2023
IJH,1.14,26/09/2023
IJH,0.76,7/06/2023
IJH,0.94,23/03/2023
IJH,1.08,13/12/2022
IJH,0.98,24/09/2021
IJH,0.74,10/06/2021
IJH,0.67,25/03/2021
IJH,0.66,14/12/2020
IJH,0.83,23/09/2020
IJH,0.65,15/06/2020
IJH,0.8,25/03/2020
IJH,0.91,16/12/2019
IJH,0.86,24/09/2019
IJH,0.88,17/06/2019
IJH,0.7,20/03/2019
IJH,0.47,17/12/2018
IJH,0.84,26/09/2018
IJH,0.85,26/06/2018
IJH,0.7,22/03/2018
IJH,0.49,19/12/2017
IJH,0.63,26/09/2017
IJH,0.6,27/06/2017
IJH,0.53,24/03/2017
IJH,0.8,21/12/2016
IJH,0.71,26/09/2016
IJH,0.61,21/06/2016
IJH,0.53,23/03/2016
IJH,0.69,24/12/2015
IJH,0.53,25/09/2015
IJH,0.47,24/06/2015
IJH,0.48,25/03/2015
IJH,0.67,24/12/2014
IJH,0.45,24/09/2014
IJR,0.33,21/03/2024
IJR,0.28,20/12/2023
IJR,0.46,26/09/2023
IJR,0.35,7/06/2023
IJR,0.33,23/03/2023
IJR,0.41,13/12/2022
IJR,0.5,24/09/2021
IJR,0.25,10/06/2021
IJR,0.27,25/03/2021
IJR,0.25,14/12/2020
IJR,0.29,23/09/2020
IJR,0.23,15/06/2020
IJR,0.25,25/03/2020
IJR,0.41,16/12/2019
IJR,0.29,24/09/2019
IJR,0.25,17/06/2019
IJR,0.26,20/03/2019
IJR,0.32,17/12/2018
IJR,0.29,26/09/2018
IJR,0.25,26/06/2018
IJR,0.24,22/03/2018
IJR,0.27,19/12/2017
IJR,0.23,26/09/2017
IJR,0.21,27/06/2017
IJR,0.22,24/03/2017
IJR,0.54,21/12/2016
IJR,0.35,26/09/2016
IJR,0.36,21/06/2016
IJR,0.42,23/03/2016
IJR,0.5,24/12/2015
IJR,0.36,25/09/2015
IJR,0.36,24/06/2015
IJR,0.42,25/03/2015
IJR,0.46,24/12/2014
IJR,0.31,24/09/2014
ING,0.82,24/04/2024
ING,0.38,11/08/2023
ING,0.41,26/04/2023
ING,0.09,13/01/2023
ING,0.17,12/08/2022
ING,0.25,13/05/2022
ING,0.45,27/04/2022
ING,0.56,4/10/2021
ING,0.15,23/02/2021
ING,0.22,9/08/2019
ING,0.5,25/04/2019
ING,0.28,10/08/2018
ING,0.534,25/04/2018
ING,0.23,10/08/2017
ING,0.38,9/05/2017
ING,0.22,11/08/2016
ING,0.38,26/04/2016
ING,0.22,13/08/2015
ING,0.13,12/05/2015
IOO,0.44,20/12/2023
IOO,0.76,7/06/2023
IOO,0.5,13/12/2022
IOO,0.62,10/06/2021
IOO,0.43,14/12/2020
IOO,0.51,15/06/2020
IOO,0.44,16/12/2019
IOO,0.65,17/06/2019
IOO,0.43,18/12/2018
IOO,0.65,19/06/2018
IOO,0.79,21/12/2017
IOO,1.27,20/06/2017
IOO,0.87,22/12/2016
IOO,1.25,21/06/2016
IOO,0.8,21/12/2015
IOO,1.3,24/06/2015
IOO,0.73,19/12/2014
IPB,0.76,18/12/2023
IPB,0.76,15/06/2023
IPB,0.76,16/12/2022
IPB,0.76,17/06/2021
IPB,0.76,17/12/2020
IPB,0.76,18/06/2020
IPB,0.76,18/12/2019
IPB,0.76,18/06/2019
IPB,0.76,18/12/2018
IPB,0.76,18/06/2018
IPB,0.76,20/12/2017
IPB,0.76,15/06/2017
IPB,0.76,15/12/2016
IPB,0.76,15/06/2016
IPB,0.76,16/12/2015
IPB,0.76,17/06/2015
IPB,0.76,17/12/2014
IRL,0.2,22/12/2022
ISD,0.11,11/04/2024
ISD,0.11,14/03/2024
ISD,0.11,15/02/2024
ISD,0.11,26/12/2023
ISD,0.11,14/12/2023
ISD,0.11,8/11/2023
ISD,0.11,12/10/2023
ISD,0.11,14/09/2023
ISD,0.11,10/08/2023
ISD,0.11,13/07/2023
ISD,0.11,15/06/2023
ISD,0.11,11/05/2023
ISD,0.11,13/04/2023
ISD,0.11,16/03/2023
ISD,0.11,9/02/2023
ISD,0.11,27/12/2022
ISD,0.11,15/12/2022
ISD,0.11,9/11/2022
ISG,0.38072,31/03/2020
ISG,0.38,30/12/2019
ISG,0.39,30/09/2019
ISG,0.383,28/12/2018
ISG,0.38,28/09/2018
ISG,0.38,28/06/2018
ISG,0.38,28/03/2018
ISG,0.38,28/12/2017
ISG,0.38,28/09/2017
ISG,0.38,28/06/2017
ISG,0.38,29/03/2017
ISG,0.38,28/12/2016
ISG,0.38,28/09/2016
ISG,0.38,29/06/2016
ISG,0.38,30/03/2016
ISG,0.38,29/12/2015
ISG,0.38,29/09/2015
ISG,0.38,29/06/2015
ISG,0.38,30/03/2015
ISG,0.38,29/12/2014
ISG,0.38,29/09/2014
ITW,1.4,27/03/2024
ITW,1.4,28/12/2023
ITW,1.4,28/09/2023
ITW,1.31,29/06/2023
ITW,1.31,30/03/2023
ITW,1.31,29/12/2022
ITW,1.31,29/09/2022
ITW,1.22,29/06/2022
ITW,1.22,30/03/2022
ITW,1.22,30/12/2021
ITW,1.22,29/09/2021
ITW,1.14,29/06/2021
ITW,1.14,30/03/2021
ITW,1.14,30/12/2020
ITW,1.14,29/09/2020
ITW,1.07,29/06/2020
ITW,1.07,30/03/2020
ITW,1.07,30/12/2019
ITW,1.07,27/09/2019
ITW,1,27/06/2019
ITW,1,28/03/2019
ITW,1,28/12/2018
ITW,1,27/09/2018
ITW,0.78,28/06/2018
ITW,0.78,28/03/2018
ITW,0.78,28/12/2017
ITW,0.78,28/09/2017
ITW,0.65,28/06/2017
ITW,0.65,29/03/2017
ITW,0.65,28/12/2016
ITW,0.65,28/09/2016
ITW,0.55,28/06/2016
ITW,0.55,29/03/2016
ITW,0.55,29/12/2015
ITW,0.55,28/09/2015
ITW,0.49,26/06/2015
ITW,0.49,27/03/2015
ITW,0.49,29/12/2014
ITW,0.49,26/09/2014
IVC,0.01,2/04/2020
IVC,0.01,2/01/2020
IVC,0.01,10/10/2019
IVC,0.01,3/07/2019
IVC,0.01,3/04/2019
IVC,0.01,3/01/2019
IVC,0.01,11/10/2018
IVC,0.01,5/07/2018
IVC,0.01,3/04/2018
IVC,0.01,3/01/2018
IVC,0.01,4/10/2017
IVC,0.01,29/06/2017
IVC,0.01,30/03/2017
IVC,0.01,30/12/2016
IVC,0.01,11/10/2016
IVC,0.01,30/06/2016
IVC,0.01,1/04/2016
IVC,0.01,30/12/2015
IVC,0.01,30/09/2015
IVC,0.01,30/06/2015
IVC,0.01,31/03/2015
IVC,0.01,31/12/2014
IVC,0.01,30/09/2014
IVC,0.01,1/07/2014
IVE,0.84,21/03/2024
IVE,0.79,20/12/2023
IVE,0.84,26/09/2023
IVE,0.54,7/06/2023
IVE,0.69,23/03/2023
IVE,0.84,13/12/2022
IVE,0.85,24/09/2021
IVE,0.53,10/06/2021
IVE,0.69,25/03/2021
IVE,0.78,14/12/2020
IVE,0.8,23/09/2020
IVE,0.63,15/06/2020
IVE,0.82,25/03/2020
IVE,0.74,16/12/2019
IVE,0.72,24/09/2019
IVE,0.65,17/06/2019
IVE,0.64,20/03/2019
IVE,0.74,17/12/2018
IVE,0.68,26/09/2018
IVE,0.71,26/06/2018
IVE,0.64,22/03/2018
IVE,0.63,19/12/2017
IVE,0.66,26/09/2017
IVE,0.58,27/06/2017
IVE,0.56,24/03/2017
IVE,0.62,21/12/2016
IVE,0.59,26/09/2016
IVE,0.53,21/06/2016
IVE,0.55,23/03/2016
IVE,0.59,24/12/2015
IVE,0.54,25/09/2015
IVE,0.49,24/06/2015
IVE,0.54,25/03/2015
IVE,0.57,24/12/2014
IVE,0.5,24/09/2014
IVR,0.4,5/04/2024
IVR,0.4,28/12/2023
IVR,0.4,5/10/2023
IVR,0.4,30/06/2023
IVR,0.4,6/04/2023
IVR,0.65,6/01/2023
IVR,0.65,7/10/2022
IVR,0.9,8/07/2022
IVR,0.09,7/04/2022
IVR,0.09,10/01/2022
IVR,0.09,8/10/2021
IVR,0.09,7/10/2021
IVR,0.09,2/07/2021
IVR,0.09,8/04/2021
IVR,0.08,11/01/2021
IVR,0.05,8/10/2020
IVR,0.02,2/07/2020
IVR,0.5,20/05/2020
IVR,0.5,27/03/2020
IVR,0.5,26/12/2019
IVR,0.45,26/09/2019
IVR,0.45,27/06/2019
IVR,0.45,28/03/2019
IVR,0.42,24/12/2018
IVR,0.42,24/09/2018
IVR,0.48,4/09/2018
IVR,0.42,26/06/2018
IVR,0.42,26/03/2018
IVR,0.42,22/12/2017
IVR,0.41,26/09/2017
IVR,0.4,23/06/2017
IVR,0.4,23/03/2017
IVR,0.4,22/12/2016
IVR,0.4,23/09/2016
IVR,0.4,23/06/2016
IVR,0.4,23/03/2016
IVR,0.4,23/12/2015
IVR,0.4,24/09/2015
IVR,0.45,24/06/2015
IVR,0.45,26/03/2015
IVR,0.45,24/12/2014
IVR,0.5,24/09/2014
IVT,0.23,27/03/2024
IVT,0.22,27/12/2023
IVT,0.22,28/09/2023
IVT,0.22,29/06/2023
IVT,0.22,30/03/2023
IVT,0.21,28/12/2022
IVT,0.02,29/09/2021
IVT,0.02,30/03/2020
IVT,0.02,28/03/2019
IVT,0.179,27/09/2018
IVT,0.179,28/06/2018
IVT,0.179,28/03/2018
IVT,0.1738,27/12/2017
IVT,0.1738,28/09/2017
IVT,0.1738,28/06/2017
IVT,0.02,29/03/2017
IVT,0.1688,28/12/2016
IVT,0.02,28/09/2016
IVT,0.03,28/06/2016
IVT,0.01,13/04/2016
IVT,0.03,29/03/2016
IVT,0.325,29/12/2015
IVT,0.325,28/09/2015
IVT,0.01,26/06/2015
IVT,0.1083,27/05/2015
IVT,0.01,28/04/2015
IVT,0.1083,26/02/2015
IVV,1.67,21/03/2024
IVV,1.93,20/12/2023
IVV,1.99,26/09/2023
IVV,1.34,7/06/2023
IVV,1.65,23/03/2023
IVV,1.72,13/12/2022
IVV,1.69,24/09/2021
IVV,1.22,10/06/2021
IVV,1.31,25/03/2021
IVV,1.61,14/12/2020
IVV,1.51,23/09/2020
IVV,1.26,15/06/2020
IVV,1.53,25/03/2020
IVV,2.04,16/12/2019
IVV,1.48,24/09/2019
IVV,1.78,17/06/2019
IVV,1.13,20/03/2019
IVV,0.32,28/12/2018
IVV,1.44,17/12/2018
IVV,1.28,26/09/2018
IVV,1.28,26/06/2018
IVV,1.23,22/03/2018
IVV,1.27,19/12/2017
IVV,1.28,26/09/2017
IVV,1.12,27/06/2017
IVV,1.03,24/03/2017
IVV,1.3,21/12/2016
IVV,1.1,26/09/2016
IVV,1,21/06/2016
IVV,1.12,23/03/2016
IVV,0.19,29/12/2015
IVV,1.19,24/12/2015
IVV,1.08,25/09/2015
IVV,1.18,24/06/2015
IVV,1,25/03/2015
IVV,1.1,24/12/2014
IVV,0.93,24/09/2014
IXJ,0.56,20/12/2023
IXJ,0.64,7/06/2023
IXJ,0.44,13/12/2022
IXJ,0.53,10/06/2021
IXJ,0.44,14/12/2020
IXJ,0.53,15/06/2020
IXJ,0.48,16/12/2019
IXJ,0.5,17/06/2019
IXJ,0.33,28/12/2018
IXJ,0.35,18/12/2018
IXJ,0.52,19/06/2018
IXJ,0.66,21/12/2017
IXJ,0.99,20/06/2017
IXJ,0.72,22/12/2016
IXJ,0.92,21/06/2016
IXJ,0.2,29/12/2015
IXJ,1.88,21/12/2015
IXJ,0.84,24/06/2015
IXJ,0.39,19/12/2014
IXP,0.47,20/12/2023
IXP,0.46,7/06/2023
IXP,0.19,13/12/2022
IXP,0.32,10/06/2021
IXP,0.41,14/12/2020
IXP,0.3,15/06/2020
IXP,0.45,16/12/2019
IXP,0.89,17/06/2019
IXP,0.87,18/12/2018
IXP,1.3,19/06/2018
IXP,1.04,21/12/2017
IXP,1.03,20/06/2017
IXP,1.28,22/12/2016
IXP,1.08,21/06/2016
IXP,0.06,29/12/2015
IXP,1.14,21/12/2015
IXP,1.06,24/06/2015
IXP,1.08,19/12/2014
JCI,0.37,22/03/2024
JCI,0.37,15/12/2023
JCI,0.37,22/09/2023
JCI,0.37,16/06/2023
JCI,0.36,17/03/2023
JCI,0.35,16/12/2022
JCI,0.35,23/09/2022
JCI,0.35,17/06/2022
JCI,0.35,18/03/2022
JCI,0.34,17/12/2021
JCI,0.27,24/09/2021
JCI,0.27,18/06/2021
JCI,0.27,19/03/2021
JCI,0.26,18/12/2020
JCI,0.26,25/09/2020
JCI,0.26,19/06/2020
JCI,0.26,13/03/2020
JCI,0.26,13/12/2019
JCI,0.26,13/09/2019
JCI,0.26,21/06/2019
JCI,0.26,15/03/2019
JCI,0.26,14/12/2018
JCI,0.26,21/09/2018
JCI,0.26,22/06/2018
JCI,0.26,16/03/2018
JCI,0.26,15/12/2017
JCI,0.25,22/09/2017
JCI,0.25,26/06/2017
JCI,0.25,20/03/2017
JCI,0.25,12/12/2016
JCI,4.7,31/10/2016
JCI,0.23,3/08/2016
JCI,0.21,20/07/2016
JCI,0.29,8/06/2016
JCI,0.21,20/04/2016
JCI,0.29,9/03/2016
JCI,0.21,20/01/2016
JCI,0.29,9/12/2015
JCI,0.21,21/10/2015
JCI,0.26,2/09/2015
JCI,0.21,22/07/2015
JCI,0.26,3/06/2015
JCI,0.21,22/04/2015
JCI,0.26,4/03/2015
JCI,0.18,21/01/2015
JCI,0.26,10/12/2014
JCI,0.18,22/10/2014
JCI,0.22,3/09/2014
JCI,0.18,23/07/2014
JCS,3.5,18/10/2021
JCS,0.02,12/06/2020
JCS,0.02,13/03/2020
JCS,0.02,12/12/2019
JCS,0.02,13/09/2019
JCS,0.02,13/06/2019
JCS,0.02,14/03/2019
JCS,0.02,24/12/2018
JCS,0.04,13/09/2018
JCS,0.04,14/06/2018
JCS,0.04,14/03/2018
JCS,0.04,14/12/2017
JCS,0.04,14/09/2017
JCS,0.04,13/06/2017
JCS,0.04,13/03/2017
JCS,0.04,13/12/2016
JCS,0.04,13/09/2016
JCS,0.16,13/06/2016
JCS,0.16,16/03/2016
JCS,0.16,11/12/2015
JCS,0.16,11/09/2015
JCS,0.16,11/06/2015
JCS,0.16,12/03/2015
JCS,0.16,11/12/2014
JCS,0.16,11/09/2014
JHG,0.39,9/02/2024
JHG,0.39,10/11/2023
JHG,0.39,11/08/2023
JHG,0.39,12/05/2023
JHG,0.39,10/02/2023
JHG,0.39,4/11/2022
JHG,0.39,5/08/2022
JHG,0.39,13/05/2022
JHG,0.38,11/02/2022
JHG,0.38,5/11/2021
JHG,0.38,6/08/2021
JHG,0.38,10/05/2021
JHG,0.36,16/02/2021
JHG,0.36,6/11/2020
JHG,0.36,7/08/2020
JHG,0.36,15/05/2020
JHG,0.36,14/02/2020
JHG,0.36,7/11/2019
JHG,0.36,9/08/2019
JHG,0.36,10/05/2019
JHG,0.36,14/02/2019
JHG,0.36,9/11/2018
JHG,0.36,8/11/2018
JHG,0.36,10/08/2018
JHG,0.36,18/05/2018
JHG,0.32,15/02/2018
JHG,0.32,17/11/2017
JHG,0.32,16/08/2017
JHX,0.3,26/05/2022
JHX,0.4,18/11/2021
JHX,0.7,18/02/2021
JHX,0.1,15/11/2019
JHX,0.26,5/06/2019
JHX,0.1,11/12/2018
JHX,0.3,6/06/2018
JHX,0.07,12/12/2017
JHX,0.21,6/06/2017
JHX,0.08,19/12/2016
JHX,0.23,7/06/2016
JHX,0.09,21/12/2015
JHX,2.45,9/06/2015
JHX,0.4,18/12/2014
JKL,0.32,24/09/2021
JKL,0.16,10/06/2021
JKL,0.86,25/03/2021
JKL,0.62,14/12/2020
JKL,0.73,23/09/2020
JKL,0.57,15/06/2020
JKL,0.91,25/03/2020
JKL,0.96,16/12/2019
JKL,0.85,24/09/2019
JKL,0.82,17/06/2019
JKL,0.76,20/03/2019
JKL,0.85,17/12/2018
JKL,0.89,26/09/2018
JKL,0.75,26/06/2018
JKL,0.56,22/03/2018
JKL,0.79,19/12/2017
JKL,0.62,26/09/2017
JKL,0.71,27/06/2017
JKL,0.52,24/03/2017
JKL,1.35,21/12/2016
JKL,0.87,26/09/2016
JKL,0.68,21/06/2016
JKL,0.65,23/03/2016
JKL,0.86,24/12/2015
JKL,0.8,25/09/2015
JKL,0.65,24/06/2015
JKL,0.66,25/03/2015
JKL,1.41,24/12/2014
JKL,0.62,24/09/2014
KAI,0.32,9/04/2024
KAI,0.29,3/01/2024
KAI,0.29,11/10/2023
KAI,0.29,12/07/2023
KAI,0.29,11/04/2023
KAI,0.26,4/01/2023
KAI,0.26,12/10/2022
KAI,0.26,13/07/2022
KAI,0.26,12/04/2022
KAI,0.25,5/01/2022
KAI,0.25,13/10/2021
KAI,0.25,14/07/2021
KAI,0.25,13/04/2021
KAI,0.24,6/01/2021
KAI,0.24,14/10/2020
KAI,0.24,8/07/2020
KAI,0.24,6/04/2020
KAI,0.23,8/01/2020
KAI,0.23,9/10/2019
KAI,0.23,10/07/2019
KAI,0.23,8/04/2019
KAI,0.22,8/01/2019
KAI,0.22,10/10/2018
KAI,0.22,11/07/2018
KAI,0.22,11/04/2018
KAI,0.21,10/01/2018
KAI,0.21,11/10/2017
KAI,0.21,11/07/2017
KAI,0.21,11/04/2017
KAI,0.19,10/01/2017
KAI,0.19,11/10/2016
KAI,0.19,12/07/2016
KAI,0.19,12/04/2016
KAI,0.17,12/01/2016
KAI,0.17,13/10/2015
KAI,0.17,14/07/2015
KAI,0.17,14/04/2015
KAI,0.15,14/01/2015
KAI,0.15,10/10/2014
KAI,0.15,14/07/2014
KAR,0.19,19/03/2020
KAR,0.19,19/12/2019
KAR,0.19,19/09/2019
KAR,0.35,31/05/2019
KAR,0.35,21/03/2019
KAR,0.35,19/12/2018
KAR,0.35,19/09/2018
KAR,0.35,20/06/2018
KAR,0.35,21/03/2018
KAR,0.35,19/12/2017
KAR,0.32,19/09/2017
KAR,0.32,19/06/2017
KAR,0.32,20/03/2017
KAR,0.32,19/12/2016
KAR,0.29,19/09/2016
KAR,0.29,20/06/2016
KAR,0.29,21/03/2016
KAR,0.27,18/12/2015
KAR,0.27,21/09/2015
KAR,0.27,22/06/2015
KAR,0.27,23/03/2015
KAR,0.27,24/12/2014
KAR,0.25,22/09/2014
KEY,0.21,26/02/2024
KEY,0.21,27/11/2023
KEY,0.21,28/08/2023
KEY,0.21,26/05/2023
KEY,0.21,27/02/2023
KEY,0.21,28/11/2022
KEY,0.2,29/08/2022
KEY,0.2,27/05/2022
KEY,0.2,28/02/2022
KEY,0.2,29/11/2021
KEY,0.19,30/08/2021
KEY,0.19,28/05/2021
KEY,0.19,1/03/2021
KEY,0.19,30/11/2020
KEY,0.19,31/08/2020
KEY,0.19,1/06/2020
KEY,0.19,2/03/2020
KEY,0.19,2/12/2019
KEY,0.19,26/08/2019
KEY,0.17,24/05/2019
KEY,0.17,4/03/2019
KEY,0.17,26/11/2018
KEY,0.17,27/08/2018
KEY,0.12,25/05/2018
KEY,0.11,26/02/2018
KEY,0.11,27/11/2017
KEY,0.1,25/08/2017
KEY,0.1,25/05/2017
KEY,0.09,24/02/2017
KEY,0.09,25/11/2016
KEY,0.09,27/07/2016
KEY,0.09,26/05/2016
KEY,0.08,26/02/2016
KEY,0.08,27/11/2015
KEY,0.08,28/08/2015
KEY,0.08,29/05/2015
KEY,0.07,27/02/2015
KEY,0.22,20/02/2015
KEY,0.07,28/11/2014
KEY,0.07,28/08/2014
KNL,0.06,14/06/2021
KNL,0.06,12/03/2021
KNL,0.06,14/12/2020
KNL,0.06,14/09/2020
KNL,0.04,12/06/2020
KNL,0.17,13/03/2020
KNL,0.17,13/12/2019
KNL,0.17,13/09/2019
KNL,0.17,13/06/2019
KNL,0.15,14/03/2019
KNL,0.15,13/12/2018
KNL,0.15,13/09/2018
KNL,0.15,14/06/2018
KNL,0.15,14/03/2018
KNL,0.15,14/12/2017
KNL,0.15,14/09/2017
KNL,0.15,13/06/2017
KNL,0.15,13/03/2017
KNL,0.15,14/12/2016
KNL,0.15,13/09/2016
KNL,0.15,13/06/2016
KNL,0.15,11/03/2016
KNL,0.15,11/12/2015
KNL,0.12,11/09/2015
KNL,0.12,11/06/2015
KNL,0.12,11/03/2015
KNL,0.12,11/12/2014
KNL,0.12,11/09/2014
KOR,1.543,27/12/2017
KOR,0.115,23/12/2016
KRC,0.54,27/03/2024
KRC,0.54,28/12/2023
KRC,0.54,28/09/2023
KRC,0.54,29/06/2023
KRC,0.54,30/03/2023
KRC,0.54,29/12/2022
KRC,0.54,29/09/2022
KRC,0.52,29/06/2022
KRC,0.52,30/03/2022
KRC,0.52,30/12/2021
KRC,0.52,29/09/2021
KRC,0.5,29/06/2021
KRC,0.5,30/03/2021
KRC,0.5,30/12/2020
KRC,0.5,29/09/2020
KRC,0.49,29/06/2020
KRC,0.49,30/03/2020
KRC,0.49,30/12/2019
KRC,0.49,27/09/2019
KRC,0.49,27/06/2019
KRC,0.46,28/03/2019
KRC,0.46,28/12/2018
KRC,0.46,27/09/2018
KRC,0.46,28/06/2018
KRC,0.43,28/03/2018
KRC,0.43,28/12/2017
KRC,0.43,28/09/2017
KRC,0.43,28/06/2017
KRC,0.38,29/03/2017
KRC,2.28,28/12/2016
KRC,0.38,28/09/2016
KRC,0.38,28/06/2016
KRC,0.35,29/03/2016
KRC,0.35,29/12/2015
KRC,0.35,28/09/2015
KRC,0.35,26/06/2015
KRC,0.35,27/03/2015
KRC,0.35,29/12/2014
KRC,0.35,26/09/2014
KSM,0.03,18/04/2024
KSM,0.03,19/03/2024
KSM,0.03,16/02/2024
KSM,0.03,18/01/2024
KSM,0.03,15/12/2023
KSM,0.03,17/11/2023
KSM,0.03,13/10/2023
KSM,0.03,15/09/2023
KSM,0.03,17/08/2023
KSM,0.03,14/07/2023
KSM,0.03,16/06/2023
KSM,0.03,12/05/2023
KSM,0.03,14/04/2023
KSM,0.03,17/03/2023
KSM,0.03,17/02/2023
KSM,0.03,13/01/2023
KSM,0.04,16/12/2022
